"latenttrait","ahms-1.70","ahms-ls-1.70","CCEHC2akms","CCLS2akms","LMHS-2016","maxhs-b","maxino16-c10","maxino16-dis","mscg2015a","mscg2015b","Naps-1.02-ms","Open-WBO15","Open-WBO16","Optiriss6","QMaxSAT14","QMaxSAT16UC","WMaxSatz+","WMaxSatz09","WPM3-2015-co"
-0.852113068301469,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.787429351894825,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.72274563548818,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.658061919081536,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.593378202674891,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.528694486268247,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.464010769861603,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.399327053454958,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.334643337048314,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.269959620641669,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.205275904235025,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.14059218782838,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0759084714217357,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0112247550150912,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053458961391553,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118142677798197,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.182826394204842,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.247510110611486,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.312193827018131,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.376877543424775,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44156125983142,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.506244976238064,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.570928692644709,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.635612409051353,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.700296125457997,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.764979841864642,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.829663558271286,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89434727467793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0.959030991084575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.02371470749122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.08839842389786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.15308214030451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.21776585671115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.2824495731178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.34713328952444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.41181700593109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.47650072233773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.54118443874437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1.60586815515102,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.67055187155766,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.73523558796431,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79991930437095,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8646030207776,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92928673718424,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.99397045359089,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.05865416999753,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.12333788640417,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.18802160281082,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25270531921746,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31738903562411,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.38207275203075,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4467564684374,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.51144018484404,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.57612390125069,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.64080761765733,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.70549133406397,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.77017505047062,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.83485876687726,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.89954248328391,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96422619969055,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0289099160972,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09359363250384,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
